Traditional	Simplified	Pinyin	English	Zhuyin	Level
向來	向来	xiànglái	always (previously)		7-9
嚮往	向往	xiàngwǎng	to yearn for, to look forward to		7-9
向著	向着	xiàngzhe	towards, facing (sb or sth), (coll.) to side with, to favor		7-9
項鏈	项链	xiàngliàn	necklace, CL:條|条[tiao2]		7-9
像	像	xiàng	to resemble, to be like, to look as if, such as, appearance, image, portrait, image under a mapping (math.)		7-9
像樣	像样	xiàngyàng	presentable, decent, up to par		7-9
橡膠	橡胶	xiàngjiāo	rubber; caoutchouc		7-9
橡皮	橡皮	xiàngpí	rubber, an eraser, CL:塊|块[kuai4]		7-9
削	削	xiāo	to peel with a knife, to pare, to cut (a ball at tennis etc); to pare, to reduce, to remove, Taiwan pr. [xue4]		7-9
消	消	xiāo	to diminish; to subside, to consume; to reduce, to idle away (the time), (after 不[bu4] or 只[zhi3] or 何[he2] etc) to need; to require; to take		7-9
消沉	消沉	xiāochén	to sink into despondency, (of morale, willpower etc) to diminish; to plummet		7-9
消遣	消遣	xiāoqiǎn	to while the time away, amusement, pastime, recreation, to make sport of		7-9
蕭條	萧条	xiāotiáo	bleak; desolate, (economics) in a slump; sluggish; depressed		7-9
銷	销	xiāo	to melt (metal), to cancel; to annul, to sell, to expend; to spend, pin; bolt, to fasten with a pin or bolt		7-9
銷毀	销毁	xiāohuǐ	to destroy (by melting or burning), to obliterate		7-9
銷量	销量	xiāoliàng	sales volume		7-9
瀟灑	潇洒	xiāosǎ	confident and at ease, free and easy		7-9
小丑	小丑	xiǎochǒu	clown		7-9
小販	小贩	xiǎofàn	peddler, hawker		7-9
小看	小看	xiǎokàn	to look down on, to underestimate		7-9
小康	小康	xiǎokāng	Xiaokang, a Confucian near-ideal state of society, second only to Datong 大同[Da4 tong2]; moderately affluent, well-off, a period of peace and prosperity		7-9
小路	小路	xiǎolù	minor road; lane; pathway; trail		7-9
小品	小品	xiǎopǐn	short, simple literary or artistic creation, essay, skit		7-9
小氣	小气	xiǎoqi	stingy, miserly, narrow-minded, petty		7-9
小區	小区	xiǎoqū	housing estate; community; neighborhood, (telecommunications) cell		7-9
小曲	小曲	xiǎoqǔ	popular song, folk tune, ballad		7-9
小人	小人	xiǎorén	person of low social status (old), I, me (used to refer humbly to oneself), nasty person, vile character		7-9
小提琴	小提琴	xiǎotíqín	fiddle, violin		7-9
小溪	小溪	xiǎoxī	brook, streamlet		7-9
小心翼翼	小心翼翼	xiǎoxīn-yìyì	(idiom) cautious; careful; prudent		7-9
小卒	小卒	xiǎozú	foot soldier, minor figure, a nobody, (chess) pawn		7-9
孝敬	孝敬	xiàojìng	to show filial respect, to give presents (to one's elders or superiors), to support one's aged parents		7-9
孝順	孝顺	xiàoshùn	filial, dutiful, devoted to one's parents (and grandparents etc), to show filial piety towards (an older family member), filial piety		7-9
肖像	肖像	xiàoxiàng	portrait (painting, photo etc), (in a general sense) representation of a person, likeness		7-9
效仿	效仿	xiàofǎng	see 仿傚|仿效[fang3 xiao4]		7-9
效力	效力	xiàolì	effectiveness, positive effect, to serve (in some capacity)		7-9
效益	效益	xiàoyì	benefit, effectiveness, efficiency		7-9
效應	效应	xiàoyìng	effect (scientific phenomenon)		7-9
協定	协定	xiédìng	agreement, accord, to reach an agreement		7-9
協同	协同	xiétóng	to cooperate, in coordination with, coordinated, collaborate, collaboration, collaborative		7-9
協作	协作	xiézuò	cooperation, coordination		7-9
邪	邪	xié	old variant of 邪[xie2]; demonic, iniquitous, nefarious, evil, unhealthy influences that cause disease (Chinese medicine), (coll.) strange, abnormal		7-9
邪惡	邪恶	xié'è	sinister, vicious, wicked, evil		7-9
挾持	挟持	xiéchí	to seize (sb) by the arms, to hold under duress; to abduct		7-9
攜帶	携带	xiédài	to carry (on one's person), to support (old), Taiwan pr. [xi1 dai4]		7-9
攜手	携手	xiéshǒu	hand in hand, to join hands, to collaborate		7-9
寫照	写照	xiězhào	portrayal		7-9
洩	泄	xiè	variant of 洩|泄[xie4]; (bound form) to leak out; to discharge; (fig.) to divulge		7-9
洩漏	泄漏	xièlòu	(of a liquid or gas) to leak, to divulge; to leak (information)		7-9
泄露	泄露	xièlòu	to leak (information); to divulge, also pr. [xie4lou4]		7-9
洩密	泄密	xièmì	to leak secrets		7-9
洩氣	泄气	xièqì	to leak (gas), to be discouraged, to despair, (disparaging) pathetic, to vent one's anger, (of a tire) to be flat		7-9
瀉	泻	xiè	to flow out swiftly, to flood, a torrent, diarrhea, laxative		7-9
卸	卸	xiè	to unload, to unhitch, to remove or strip, to get rid of		7-9
心愛	心爱	xīn'ài	beloved		7-9
心安理得	心安理得	xīn'ān-lǐdé	to have a clear conscience, to have no qualms about sth		7-9
心病	心病	xīnbìng	anxiety, sore point, secret worry, mental disorder, heart disease (medicine)		7-9
心腸	心肠	xīncháng	heart, intention, one's inclination, state of mind, to have the heart for sth, mood		7-9
心得	心得	xīndé	what one has learned (through experience, reading etc), knowledge, insight, understanding, tips, CL:項|项[xiang4],個|个[ge4]		7-9
心慌	心慌	xīnhuāng	to be flustered, (dialect) irregular heart-beat		7-9
心急如焚	心急如焚	xīnjí-rúfén	see 心急火燎[xin1 ji2 - huo3 liao3]		7-9
心裡話	心里话	xīnlǐhuà	(to express one's) true feelings, what is on one's mind, secret mind		7-9
心靈手巧	心灵手巧	xīnlíng-shǒuqiǎo	capable, clever, dexterous		7-9
心目	心目	xīnmù	mind		7-9
心聲	心声	xīnshēng	heartfelt wish; inner voice; aspiration		7-9
心事	心事	xīnshì	a load on one's mind, worry, CL:宗[zong1],樁|桩[zhuang1]		7-9
心思	心思	xīnsi	mind, thoughts, inclination, mood		7-9
心酸	心酸	xīnsuān	to feel sad		7-9
心想事成	心想事成	xīnxiǎng-shìchéng	(idiom) to have one's wishes come true; wish you the best!		7-9
心胸	心胸	xīnxiōng	heart, mind, ambition, aspiration		7-9
心血	心血	xīnxuè	heart's blood, expenditure (for some project), meticulous care		7-9
心眼兒	心眼儿	xīnyǎnr	one's thoughts, mind, intention, willingness to accept new ideas, baseless suspicions		7-9
心意	心意	xīnyì	intention, regard; kindly feelings		7-9
芯片	芯片	xīnpiàn	computer chip; microchip		7-9
辛勤	辛勤	xīnqín	hardworking; industrious		7-9
辛酸	辛酸	xīnsuān	pungent (taste), bitter, fig. sad, miserable		7-9
欣慰	欣慰	xīnwèi	to be gratified		7-9
欣喜	欣喜	xīnxǐ	happy		7-9
欣欣向榮	欣欣向荣	xīnxīn-xiàngróng	(idiom) flourishing, thriving		7-9
新潮	新潮	xīncháo	modern, fashionable		7-9
新陳代謝	新陈代谢	xīnchén-dàixiè	metabolism (biology), the new replaces the old (idiom)		7-9
新房	新房	xīnfáng	brand new house, bridal chamber		7-9
新款	新款	xīnkuǎn	new style, latest fashion, new model		7-9
新奇	新奇	xīnqí	novel; new; exotic		7-9
新生	新生	xīnshēng	new, newborn, emerging, nascent, rebirth, regeneration, new life, new student		7-9
新式	新式	xīnshì	new style; latest type		7-9
新手	新手	xīnshǒu	new hand, novice, raw recruit		7-9
新穎	新颖	xīnyǐng	lit. new bud, fig. new and original		7-9
信貸	信贷	xìndài	credit, borrowed money		7-9
信件	信件	xìnjiàn	letter (sent by mail)		7-9
信賴	信赖	xìnlài	to trust, to have confidence in, to have faith in, to rely on		7-9
信譽	信誉	xìnyù	prestige, distinction, reputation, trust		7-9
興奮劑	兴奋剂	xīngfènjì	stimulant, doping (in athletics)		7-9
興建	兴建	xīngjiàn	to build, to construct		7-9
興起	兴起	xīngqǐ	to rise, to spring up, to burgeon, to be aroused, to come into vogue		7-9
星座	星座	xīngzuò	constellation, astrological sign		7-9
猩猩	猩猩	xīngxing	orangutan, (slang) dialect speaker whose speech is corrupted by Standard Mandarin		7-9
腥	腥	xīng	fishy (smell)		7-9
刑法	刑法	xíngfǎ	criminal law		7-9
行使	行使	xíngshǐ	to exercise (a right etc)		7-9
行政	行政	xíngzhèng	administration, (attributive) administrative; executive		7-9
行走	行走	xíngzǒu	to walk		7-9
形形色色	形形色色	xíngxíngsèsè	all kinds of, all sorts of, every (different) kind of		7-9
形影不離	形影不离	xíngyǐng-bùlí	inseparable (as form and shadow)		7-9
醒來	醒来	xǐnglai	to waken		7-9
醒目	醒目	xǐngmù	eye-grabbing (headline), striking (illustration)		7-9
醒悟	醒悟	xǐngwù	to come to oneself, to come to realize, to come to see the truth, to wake up to reality		7-9
興高采烈	兴高采烈	xìnggāo-cǎiliè	happy and excited (idiom), in high spirits, in great delight		7-9
興致	兴致	xìngzhì	mood, spirits, interest		7-9
倖存	幸存	xìngcún	to survive (a disaster)		7-9
幸好	幸好	xìnghǎo	fortunately		7-9
幸虧	幸亏	xìngkuī	fortunately, luckily		7-9
倖免	幸免	xìngmiǎn	to avoid (an unpleasant fate)		7-9
性價比	性价比	xìngjiàbǐ	cost-performance ratio		7-9
性命	性命	xìngmìng	life		7-9
性情	性情	xìngqíng	nature, temperament		7-9
姓氏	姓氏	xìngshì	family name		7-9
兇殘|凶殘	凶残	xiōngcán	savage, cruel, fierce; savage		7-9
兇惡	凶恶	xiōng'è	fierce, ferocious, fiendish, frightening; variant of 兇惡|凶恶, fierce, ferocious, fiendish, frightening		7-9
凶狠	凶狠	xiōnghěn	variant of 凶狠[xiong1 hen3]; cruel, vicious, fierce and malicious, vengeful		7-9
兇猛	凶猛	xiōngměng	fierce, violent, ferocious		7-9
洶湧	汹涌	xiōngyǒng	to surge up violently (of ocean, river, lake etc), turbulent		7-9
胸膛	胸膛	xiōngtáng	chest		7-9
胸有成竹	胸有成竹	xiōngyǒuchéngzhú	(idiom) to have a well-thought-out plan in mind		7-9
雄厚	雄厚	xiónghòu	substantial; robust; ample; abundant		7-9
休克	休克	xiūkè	(medicine) (loanword) shock; to go into shock		7-9
休眠	休眠	xiūmián	(biology) dormant, (of a volcano) dormant, (computing) to hibernate		7-9
休想	休想	xiūxiǎng	don't think (that), don't imagine (that)		7-9
休養	休养	xiūyǎng	to recuperate, to recover, to convalesce		7-9
修補	修补	xiūbǔ	to mend		7-9
修長	修长	xiūcháng	slender, lanky, tall and thin		7-9
修訂	修订	xiūdìng	to revise		7-9
修路	修路	xiūlù	to repair a road		7-9
修正	修正	xiūzhèng	to revise; to amend; to rectify		7-9
羞愧	羞愧	xiūkuì	ashamed		7-9
秀麗	秀丽	xiùlì	pretty; beautiful		7-9
秀美	秀美	xiùměi	elegant, graceful		7-9
袖手旁觀	袖手旁观	xiùshǒu-pángguān	to watch with folded arms (idiom); to look on without lifting a finger		7-9
繡	绣	xiù	variant of 繡|绣[xiu4]; to embroider; embroidery		7-9
鏽	锈	xiù	variant of 鏽|锈[xiu4]; to rust		7-9
嗅覺	嗅觉	xiùjué	sense of smell		7-9
須	须	xū	must, to have to, to wait; beard, mustache, feeler (of an insect etc), tassel		7-9
虛	虚	xū	emptiness, void, abstract theory or guiding principles, empty or unoccupied, diffident or timid, false, humble or modest, (of health) weak, virtual, in vain		7-9
虛構	虚构	xūgòu	to make up, fabrication, fictional, imaginary		7-9
虛幻	虚幻	xūhuàn	imaginary, illusory		7-9
虛假	虚假	xūjiǎ	false; phony; sham		7-9
虛擬	虚拟	xūnǐ	to imagine; to make up, fictitious; theoretical; hypothetical, (computing) to emulate, (computing) virtual		7-9
虛弱	虚弱	xūruò	weak, in poor health		7-9
虛偽	虚伪	xūwěi	false, hypocritical, artificial, sham		7-9
需	需	xū	to require, to need, to want, necessity, need		7-9
徐徐	徐徐	xúxú	slowly, gently		7-9
許	许	xǔ	surname Xu; to allow, to permit, to promise, to praise, somewhat, perhaps		7-9
許可證	许可证	xǔkězhèng	license, authorization, permit		7-9
旭日	旭日	xùrì	the rising sun		7-9
序	序	xù	(bound form) order; sequence, (bound form) introductory; initial, preface		7-9
序幕	序幕	xùmù	prologue		7-9
敘述	叙述	xùshù	to relate (a story or information), to tell or talk about, to recount, narration, telling, narrative, account		7-9
酗酒	酗酒	xùjiǔ	heavy drinking, to get drunk, to drink to excess		7-9
續	续	xù	to continue, to replenish		7-9
絮叨	絮叨	xùdao	long-winded, garrulous, to talk endlessly without getting to the point		7-9
宣稱	宣称	xuānchēng	to assert, to claim		7-9
宣讀	宣读	xuāndú	to read out loud to an audience, a prepared speech (e.g. to a party conference)		7-9
宣告	宣告	xuāngào	to declare, to proclaim		7-9
宣誓	宣誓	xuānshì	to swear an oath (of office), to make a vow		7-9
宣洩	宣泄	xuānxiè	to drain (by leading off water), to unburden oneself, to divulge, to leak a secret		7-9
宣言	宣言	xuānyán	declaration, manifesto		7-9
宣揚	宣扬	xuānyáng	to publicize; to advertise; to spread far and wide		7-9
喧嘩	喧哗	xuānhuá	hubbub, clamor, to make a racket		7-9
喧鬧	喧闹	xuānnào	to make a noise, noisy		7-9
玄	玄	xuán	black, mysterious		7-9
玄機	玄机	xuánjī	profound theory (in Daoism and Buddhism), mysterious principles		7-9
懸掛	悬挂	xuánguà	to suspend, to hang, (vehicle) suspension		7-9
懸念	悬念	xuánniàn	suspense in a movie, play etc, concern for sb's welfare		7-9
懸殊	悬殊	xuánshū	vastly different; poles apart		7-9
懸崖	悬崖	xuányá	precipice, overhanging cliff		7-9
旋律	旋律	xuánlǜ	melody		7-9
旋渦	旋涡	xuánwō	spiral, whirlpool, eddy, vortex		7-9
選民	选民	xuǎnmín	voter, constituency, electorate		7-9
選項	选项	xuǎnxiàng	option; alternative; choice, to choose a project		7-9
選用	选用	xuǎnyòng	to choose for some purpose, to select and use		7-9
炫耀	炫耀	xuànyào	dazzling, to show off; to flaunt		7-9
削弱	削弱	xuēruò	to weaken, to impair, to cripple		7-9
靴子	靴子	xuēzi	boots		7-9
穴位	穴位	xuéwèi	acupuncture point, location of a grave		7-9
學歷	学历	xuélì	educational background, academic qualifications		7-9
學士	学士	xuéshì	bachelor's degree, person holding a university degree		7-9
學說	学说	xuéshuō	theory, doctrine		7-9
學堂	学堂	xuétáng	college, school (old)		7-9
學業	学业	xuéyè	studies, schoolwork		7-9
學藝	学艺	xuéyì	to learn a skill or art		7-9
學子	学子	xuézǐ	(literary) student, scholar		7-9
雪山	雪山	xuěshān	snow-capped mountain		7-9
雪上加霜	雪上加霜	xuěshàng-jiāshuāng	(idiom) to make matters even worse, to add insult to injury		7-9
血脈	血脉	xuèmài	blood vessels		7-9
血栓	血栓	xuèshuān	blood clot, thrombus		7-9
血壓	血压	xuèyā	blood pressure		7-9
血緣	血缘	xuèyuán	bloodline		7-9
勛章	勋章	xūnzhāng	medal; decoration		7-9
熏	熏	xūn	to smoke, to fumigate, to assail the nostrils, to perfume; variant of 熏[xun1]; fragrance, warm, to educate, variant of 熏[xun1], to smoke, to fumigate		7-9
熏陶|薰陶	熏陶	xūntáo	to seep in, to influence, to nurture, influence, training		7-9
尋	寻	xún	to search, to look for, to seek		7-9
尋常	寻常	xúncháng	usual; common; ordinary		7-9
尋覓	寻觅	xúnmì	to look for		7-9
巡邏	巡逻	xúnluó	to patrol (police, army or navy)		7-9
循序漸進	循序渐进	xúnxù-jiànjìn	in sequence, step by step (idiom); to make steady progress incrementally		7-9
訓	训	xùn	to teach; to train; to admonish, (bound form) instruction (from superiors); teachings; rule		7-9
馴	驯	xùn	to attain gradually, to tame, Taiwan pr. [xun2]		7-9
遜色	逊色	xùnsè	inferior (often in the combination 毫無遜色|毫无逊色, not in the least inferior)		7-9
丫頭	丫头	yātou	girl, servant girl, (used deprecatingly, but sometimes also as a term of endearment)		7-9
壓倒	压倒	yādǎo	to overwhelm, to overpower, overwhelming		7-9
壓縮	压缩	yāsuō	to compress; compression		7-9
壓抑	压抑	yāyì	to constrain or repress emotions, oppressive, stifling, depressing, repression		7-9
壓制	压制	yāzhì	to suppress, to inhibit, to stifle		7-9
押	押	yā	to mortgage, to pawn, to detain in custody, to escort and protect, (literary) to sign		7-9
鴉雀無聲	鸦雀无声	yāquè-wúshēng	lit. crow and peacock make no sound, absolute silence (idiom); not a single voice can be heard, absolute silence		7-9
牙齒	牙齿	yáchǐ	tooth, dental, CL:顆|颗[ke1]		7-9
牙膏	牙膏	yágāo	toothpaste, CL:管[guan3]		7-9
芽	芽	yá	bud, sprout		7-9
啞	哑	yǎ	(onom.) sound of cawing, sound of infant learning to talk, variant of 呀[ya1]; mute; dumb; incapable of speech, (of a voice) hoarse; husky, (bound form) (of a bullet, bomb etc) dud		7-9
咽喉	咽喉	yānhóu	throat		7-9
煙囪	烟囱	yāncōng	chimney; smokestack; stovepipe		7-9
